delta,prods
-2.3082860382804395,302
-2.447257232505897,303
-2.584535709028675,304
-1.8552527487465666,305
-1.7687000626768348,306
-2.229125279513375,307
-0.9785505893058781,308
-1.1592716999489505,309
-1.2191924881631888,310
-1.2847756051424368,311
-1.3247145269564802,312
-2.599934533053967,313
-1.7206446752307603,314
-1.7329732568243346,315
-2.210000852458498,316
-1.8976330288861964,317
-0.8311470923199915,318
-0.9594763618275632,319
-0.8490625364034792,320
-1.0095392808519297,321
-1.1419944891221943,322
-1.5450225088867648,323
-1.6112592405208985,324
-2.503010564993455,325
-1.292902224474982,326
-1.19802743745553,327
-1.77924418016555,328
-1.8139716182619983,329
-1.7390550722004936,330
-2.6212636180561737,331
-1.3262975341812349,332
-1.1532421873568048,333
-1.5575527977115622,334
-1.346694846228125,335
-2.5965808200361074,336
-0.982033890124949,337
-1.7863611351903605,338
-2.8339800452763795,339
-1.523407208054114,340
-1.9409411448598535,341
-2.0340997183080285,342
-1.3719602289692656,343
-1.4350185223975098,344
-2.342937280758547,345
-2.052233542091994,346
-3.2175807319295604,347
-1.6990724862281654,348
-1.9806528183790264,349
-2.6203082208694433,350
-2.033473352458314,351
-2.331508978126105,352
-2.922294797341662,353
-2.0939646543215495,354
-2.683018114700422,355
-2.1564755842204333,356
-2.2571382423864175,357
-3.918800297484682,358
-1.8701449906633103,359
-2.7491810181930814,360
-3.383718487974498,361
-2.362941988164655,362
-3.3554955038628425,363
-2.543467763537307,364
-2.3732797899710336,365
-1.956764549095027,366
-1.4786120540557306,367
-1.6818418752071738,368
-2.793276684646737,369
-0.8656136311275375,370
-1.023685175700272,371
-2.1388616407582943,372
-1.6177709531955509,373
-1.8331019555843076,374
-2.688589488990021,375
-1.2406547275834237,376
-0.6867481992278199,377
-1.1278839722246017,378
-1.2698985456202274,379
-2.589109721073589,380
-0.6954409175964567,381
-1.629632166343102,382
-3.176611387302111,383
-1.1951868677476132,384
-1.831894513261174,385
-1.9590104803112185,386
-1.5625660262016254,387
-1.1404593558875629,388
-1.1023446691739434,389
-1.6981667414888038,390
-1.5093963176878011,391
-2.241172804059346,392
-1.7624006595437276,393
-1.4825136720081198,394
-2.4329718145734285,395
-1.6227082784845708,396
-1.9647456508254169,397
-0.9914963595290263,398
-1.8440314773827016,399
-0.8968151174067391,400
-1.687326094078544,401
-1.4994857921754374,402
-1.8392350619476172,403
-1.6564984960638816,404
-1.1760265975627964,405
-2.008477662252802,406
-1.3611736401459567,407
-2.6784602892348546,408
-0.8314140973243536,409
-1.1670732370669215,410
-4.077376620306152,411
-4.25180368717205,412
-3.663523926910919,413
-4.59431076510489,414
-3.5016090099676673,415
-3.761427372043972,416
-4.6614033163038835,417
-3.750440542652544,418
-3.5866832833548004,419
-3.185535217240038,420
-0.8345974490304473,421
-1.241758377178417,422
-1.210687832444267,423
-2.0789269219362065,424
-1.0438794638881315,425
-1.3285607812028943,426
-2.2190299488731955,427
-1.6057316226775873,428
-1.259899431399937,429
-0.8708161043655425,430
-1.9141902468903842,431
-0.29717331166632843,432
-0.22676989009718884,433
0.21203536702141146,434
-0.4131562106554041,435
-0.006931933455287531,436
1.0577792882698527,437
-0.4134243105196713,438
-0.08590445831894189,439
0.28933454314896356,440
-0.4754853057656163,441
-0.32111262155266274,442
0.06286627607944917,443
0.4557987385832385,444
-0.3384653799074391,445
0.3630394064556659,446
0.28683599569806617,447
0.5473046132924604,448
-0.0828882401462736,449
0.5898123742136581,450
0.43782880869553176,451
0.021589312889435774,452
-0.15672426815516616,453
-1.5027222161683391,454
-1.377369491527257,455
-1.4362476678450027,456
-1.7240316876569746,457
-1.6600054521605818,458
-1.3487535376736308,459
-1.4424631379992339,460
-1.595792272437408,461
-1.3148426795839305,462
-1.8531348134316667,463
-1.2085602631537262,464
-3.9515366382824615,465
-3.127434230689081,466
-4.445441776799776,467
-1.3969349074098134,468
-3.5069141203836747,469
-3.5347462569320207,470
-3.9794895615920405,471
-2.5397977494199866,472
-2.1963974642306088,473
0.10061968657632936,474
0.2895781676027156,475
0.4013623211741504,476
0.27242218963738263,477
0.3386238187583366,478
0.5960390794402732,479
-0.12605031567329283,480
0.26705547158792764,481
0.6170279824014151,482
0.3205418537891269,483
-0.29122421349198735,484
0.2950495740372068,485
-0.07062193344051648,486
1.01092056311518,487
0.37079441477713937,488
0.9642438323454081,489
0.8134904017332116,490
0.9941685825518256,491
1.127643318419256,492
0.7110700880036418,493
-0.22156111066515072,494
0.14413814380868617,495
0.8094611193342689,496
0.1880331325771265,497
0.09382102587497743,498
0.16017150948988856,499
-0.07143058147960701,500
-0.1848281230265667,501
0.1834392347228846,502
0.013553381519606278,503
0.23583279140809998,504
-2.080732346035939,505
-1.0717673196110935,506
-1.6817690686932698,507
-7.19186748268781,508
-3.467822489378832,509
-2.463712174688308,510
-6.1159936279407,511
-5.2268929323511975,512
-4.730696811994357,513
-6.507500000976271,514
-2.6200949095016046,515
-4.014736511865831,516
-5.907770555791125,517
-1.460378590995178,518
-1.8332015593522373,519
-3.674877772964096,520
-3.469418237793382,521
-1.9012045244457711,522
-2.544054187993312,523
-0.683065356009779,524
-0.7126564664270341,525
-0.7803735556737341,526
-0.8036223314657733,527
-1.0606729894986544,528
-1.009581879905743,529
-0.8739084606590197,530
-1.2654928179985496,531
-1.3031479546603362,532
-1.0267567241612872,533
-1.3748824968429765,534
-1.1280486830991172,535
-1.9721361190213513,536
-2.2591483439320554,537
-1.6523036598466163,538
-1.8655742255320007,539
-1.4637927567483877,540
-1.3353275441811823,541
-1.5277431561033903,542
-1.3800053623149822,543
-5.942382771373622,544
-5.0077936397094085,545
-4.1302296721136855,546
-5.745212052164885,547
-7.281295665746183,548
-6.188234473575719,549
-5.879290682461947,550
-4.750360571910187,551
-3.382174814843774,552
-6.065614342423098,553
-4.143918379775221,554
-5.07165170195847,555
-4.035377653534236,556
-3.7185062128793014,557
-2.2522656524227735,558
-4.49861690154923,559
-4.781838554393433,560
-4.857313778875804,561
-5.088061731856645,562
-3.61201880093497,563
-5.342335469052997,564
-0.4723455803487677,565
-0.6017059810556855,566
-1.4105629655782872,567
0.4036680108638868,568
-4.205501329261498,569
-2.1529694901633136,570
-1.1575911664239005,571
-2.360788558323076,572
-2.1335988074826897,573
-1.3199376128496607,574
-1.3716581926621956,575
-1.4346559158282104,576
-3.7898815083953847,577
-2.030232414848786,578
-2.0471983189550724,579
-0.636878309337779,580
-1.5406030242160127,581
-1.3482844671306804,582
-1.2954239169791575,583
-0.66416769250303,584
-2.5037877975380227,585
-0.5491864996237648,586
-2.4486446302252753,587
-1.2723869793803508,588
-2.8408340408161563,589
-2.66416404336181,590
-1.279052966181097,591
-4.080815246688773,592
-4.5003747479617635,593
-3.530478588689209,594
-2.606829624689926,595
-2.79071239076235,596
-2.853158304247957,597
-2.6396358941818074,598
-2.3786389737893026,599
-2.5733759090998958,600
-2.160733930762626,601
-2.6600242660320657,602
1.0424217096379937,603
1.0286135397699123,604
1.2198064268338156,605
0.9861674920201955,606
1.1945737429990047,607
0.7007640125029897,608
1.3855355108976977,609
-0.054064254111875876,610
-0.3767476837041168,611
-0.6863527174385298,612
-0.0393522169752778,613
-0.1275738330070162,614
-0.7973074717193422,615
-1.6883099899998086,616
0.92950436660813,617
0.504119609743348,618
1.0759662814403963,619
0.6977491396028292,620
1.468046370786015,621
0.45628963663517386,622
1.3338682353541975,623
0.12591815227302616,624
0.3907360871829264,625
-1.6162998960539934,626
-1.2062425868806184,627
-0.18284279859064334,628
-0.17272293630275426,629
-5.823932141340197,630
-1.5752524739976117,631
-1.153807656645581,632
-2.3246907612969157,633
-1.2177144911595077,634
-4.785194299365545,635
-3.5235868703405275,636
-2.7946135520453774,637
-2.6735680029245263,638
-2.7020020925454467,639
-1.1910881513063916,640
-2.1418778565734424,641
-1.6439794788751274,642
-0.7783713680078452,643
-2.965700144463824,644
-1.0033606291811907,645
-1.1451446325393757,646
-0.6719522224735837,647
-2.3164115476323213,648
-4.383061710079616,649
-3.9810125880166134,650
-8.30168015030486,651
-5.7220760495449,652
-4.726035178839053,653
-5.136599094580952,654
-7.967708467430984,655
-3.3735478257165568,656
-5.494478031810447,657
-2.6366807595251673,658
-5.830980185423224,659
-2.592235048407599,660
-5.483507610935548,661
-5.116814079570693,662
-3.693557480497433,663
-3.5097578419503455,664
-1.183941163457361,665
-3.0307497509061365,666
-1.5354459795911484,667
-1.729270415097004,668
-0.5474049608004306,669
-3.5284400271442133,670
-4.866146334523732,671
-2.906292368707426,672
-4.909364771447423,673
-4.0396642479872495,674
-2.939052120450107,675
-3.1897244266818854,676
-2.4799386326740374,677
-2.100941343027298,678
-3.7729889579557505,679
-2.850586695654071,680
-3.0769069029150717,681
-2.6865012715625283,682
-5.954902531443127,683
-6.364762447935226,684
-4.9417766712398,685
-4.7174198160925025,686
-4.492529566977569,687
-6.595408885111213,688
-4.523945467378837,689
-4.294388660954896,690
-2.143099274805554,691
-2.7798592366671873,692
-0.2910510970371354,693
-2.9295181285354235,694
-2.4189653133027527,695
-1.6396231959567515,696
-1.8260873559197015,697
0.8874604369470629,698
-1.2700497841785054,699
-2.4153780369943814,700
-3.0622672197685135,701
-3.0283789330449116,702
-2.3382986092444336,703
-2.4914911911313693,704
-1.0355388345492627,705
-3.551211854145632,706
-2.1008324626819945,707
-3.625324096448203,708
-3.852136605627153,709
-2.915981136584934,710
-5.2821800099671075,711
-3.063792453557798,712
-2.8172821250304163,713
-2.493484718632649,714
-4.093352098910774,715
-2.8248628019855726,716
-4.351560441944482,717
-4.442304973254191,718
-3.511791883327737,719
-5.178296211992644,720
-2.9228679827132917,721
-2.6433806024367437,722
-3.285644493369017,723
-2.7005809836901293,724
-1.8683519844817407,725
-2.4772423190025994,726
-4.009944746812415,727
-1.661615656988316,728
-4.485180028342774,729
-2.95559531579403,730
-2.930337229626328,731
-6.924099098605362,732
-2.868000783013027,733
-5.4398566618725495,734
-4.399903383395194,735
-5.621694224205307,736
-5.34683132233925,737
-3.190882299043435,738
-3.6022502353167347,739
-4.370075446513546,740
-3.3345080241206815,741
-4.21751362251091,742
-3.4456997971118892,743
-2.5807755165526776,744
-4.785030232771343,745
-3.417392566034255,746
-4.123694754240394,747
-1.6538170204194587,748
-3.1292032045268487,749
-4.786414246245539,750
-2.9327283622897116,751
-2.4070731850107254,752
-2.6829413550455494,753
-3.678432276967839,754
-4.301839352492797,755
-2.2412011492234023,756
-3.8653660821560196,757
-1.0743572910862076,758
-1.1562076724348649,759
-2.903334501743741,760
-1.2547026520958293,761
-1.0526488942032928,762
-2.2807317210127254,763
-1.1593665725065878,764
-1.1913748176923837,765
-1.5532416245340568,766
-5.167185498320024,767
-1.2518772656966202,768
-2.2358824456391644,769
-3.4201676062645125,770
-5.652874213461108,771
-4.194536133090429,772
-3.5512627997399844,773
-2.3148672084746593,774
-2.8143690822701997,775
-2.5568548350271953,776
-2.5205264032020622,777
-2.9740486128286916,778
-2.537470629910795,779
-2.8847071376791615,780
-3.3454882458276702,781
-1.9329258786190566,782
-3.6603635156900376,783
-1.911739678988921,784
-3.3581699992176657,785
-4.190272416275119,786
-3.027104841088779,787
-4.048468646564683,788
-3.3783106040878113,789
-3.2124419080086586,790
-2.810070367186624,791
-2.9295763135375226,792
-4.01663452951799,793
-2.9222662640657204,794
-5.294903606547484,795
-4.605388270423697,796
-3.9093999210912687,797
-3.9943221553694177,798
-3.602096076817195,799
-2.521097635706889,800
-6.045030366654034,801
-4.803106683255978,802
-3.981395101498475,803
-3.9627578768698806,804
-4.057335750413899,805
-4.119851450138623,806
-5.378773829961464,807
-3.7007866891490364,808
-3.784336015989274,809
-3.6320514812258113,810
-4.50574304061257,811
-4.0962617178183125,812
-3.8851918440080446,813
-3.117022199976629,814
-3.6915795516117678,815
-3.0620435468255565,816
-3.0967923929551793,817
-3.1484531843362005,818
-3.42305105073614,819
-6.714817137277292,820
-3.9948420747853963,821
-4.819697505843112,822
-4.19314336120721,823
-2.5405637787506747,824
-3.900803212179886,825
-3.9849593093952245,826
-5.386717168677187,827
-5.638993868271803,828
-3.8803857906440657,829
-4.296629044359817,830
-3.3058953799951882,831
-3.8219939034819657,832
-4.293803651889414,833
-3.9707183265044046,834
-3.0634772059788626,835
-2.6909420776223913,836
-2.7492679741095887,837
-3.3299711753799683,838
-2.1752929151618225,839
-2.4067947029265606,840
-2.9255609650142094,841
-1.616198738326749,842
-3.4505056767067033,843
-2.7191798903103996,844
-1.7234637879667736,845
-1.4057124295634176,846
-1.3441157246649922,847
-1.9002669904753708,848
-4.720840118461231,849
-4.1912277150882415,850
-3.975638313865593,851
-2.8135986852307338,852
-1.75106549010949,853
-2.5416416034948806,854
-2.7467682679883443,855
-2.3282942854145428,856
-1.4530039215417645,857
-2.4455803021717206,858
-2.9202955021924035,859
-2.818144373097322,860
-2.245748320353106,861
-2.066870024078107,862
-3.227835069295613,863
-2.317983943642209,864
-1.6903091432748383,865
-3.755331943094159,866
-5.107888894481436,867
-1.8265186867457892,868
-4.552879267967216,869
-5.309661831309963,870
-4.405306079148099,871
-4.664523725127658,872
-1.896098948152063,873
-2.2201743486605277,874
-3.2601433019820987,875
-2.00200286254489,876
-3.99041228165544,877
-2.1519418741246,878
-3.1163154992365754,879
-2.032486781387244,880
-3.829375011546002,881
-2.2191489738454737,882
-2.4526798738940285,883
-2.3373687258348252,884
-2.3044331285394377,885
-1.544401891899331,886
-2.6181155627492427,887
-2.5382273878504824,888
-2.9479951553535053,889
-2.538105563334556,890
-3.1335439014248614,891
-4.609478110339191,892
-3.0341077640631293,893
-4.570167364999661,894
-2.490762536449383,895
-3.573900523643687,896
-2.6977114969293714,897
-4.403317361919886,898
-3.307401342839876,899
-4.602688265331288,900
-3.3274983449848863,901
-3.8384082558389365,902
-3.156125313196652,903
-4.73579993283689,904
-3.2632093055805207,905
-4.24787620499157,906
-3.1242540010197795,907
-4.102929856494148,908
-3.371846040804715,909
-4.346324543409173,910
-5.5117579011352,911
-4.093763838358802,912
-4.528761923929529,913
-4.850505580940853,914
-3.135864137159871,915
-5.319600399943983,916
-4.552094375112676,917
-4.933279780861616,918
-4.015829669256827,919
-4.213291521267729,920
-3.4160820796341578,921
-2.351437791819664,922
-2.702657541698466,923
-3.1497707056169926,924
-2.5349999546118775,925
-2.776507515461442,926
-3.7284700417199934,927
-2.8736162067626783,928
-2.928278917947459,929
-2.0722634377789944,930
-2.9284848598440547,931
-3.0716840604562887,932
-4.212085940936293,933
-3.5076039764425513,934
-2.523960715121071,935
-2.406002976143928,936
-3.716982353334155,937
-3.6047036974490787,938
-3.77162562064782,939
-1.9948815608204895,940
-2.1903057110480098,941
-1.987417484525507,942
-1.232982334838062,943
-3.012135539545834,944
-2.5557754198400584,945
-2.535142760160392,946
-2.5133619296054603,947
-2.0641787423624303,948
-2.181152414362453,949
-2.717264731437661,950
-1.4075585038157552,951
-0.5182302647626267,952
-0.4254172448832474,953
-0.6107647329524153,954
-0.07027289152170568,955
-0.4307242097763688,956
-2.077804023701748,957
-1.457601625964811,958
-1.2595680081211307,959
-1.4512287114514515,960
-0.7250942472812358,961
-1.5507844818618084,962
-2.308511752893399,963
-0.5874947349975712,964
-0.7874001104181847,965
-0.7415728194693401,966
-0.25314771429675864,967
-0.816019726828233,968
-0.7985824875926499,969
0.5748933402944747,970
0.5696684380990402,971
-0.6244214144652305,972
-1.4532141478992986,973
-0.05471835798271796,974
-0.18742100356387503,975
-0.5085827588704017,976
-0.7713501187670184,977
-0.5053006955441486,978
-1.2109671213556652,979
-0.9709725002473912,980
-0.17884308411166083,981
0.5081230164394697,982
0.34469502126995843,983
-0.33011214992827487,984
-0.45784576288322,985
-0.5493159802244802,986
-0.5717668429728902,987
-2.394195065274952,988
-1.3760707132879504,989
-1.4089415332293402,990
-0.7028021301963838,991
-0.9121958501034837,992
-1.6135915891391082,993
-3.4402827413217727,994
-3.269975932295335,995
-1.7086975307167065,996
-1.982347338901861,997
-2.8480349151030944,998
-2.366592914085442,999
-2.4084338448457885,1000
-1.8221561809893796,1001
-2.136122254872765,1002
-2.34086626167553,1003
-2.7348574047066587,1004
-0.35371281123271525,1005
-0.4998436976275489,1006
-0.5639463377776359,1007
-1.861466589042187,1008
-1.112548512679325,1009
-0.9013033648175961,1010
-0.5777078876747526,1011
-0.6692145633205886,1012
-0.8834783662827994,1013
-5.0725411973309695,1014
-4.063488821756526,1015
-3.280509434530751,1016
-5.055604378807219,1017
-3.967221437475116,1018
-5.307102506512649,1019
-5.963341342197872,1020
-5.274084180552476,1021
-4.426333204347197,1022
-4.334791615030863,1023
-4.731693949448976,1024
-8.513474467485741,1025
-9.256736695031908,1026
-4.355539088375077,1027
-5.08439640744828,1028
-4.683058599512846,1029
-2.3018375154671027,1030
-3.0939273436617225,1031
-4.134592413658796,1032
-3.208965772291991,1033
-7.2439135961105645,1034
-6.665185528527331,1035
-8.176414645964584,1036
-5.98797213184904,1037
-6.12132648267739,1038
-6.704043032671118,1039
-3.389223443455932,1040
-4.473563838826643,1041
-3.675718210091595,1042
-1.1497059937749294,1043
-0.8342197237657292,1044
-0.7124755166548629,1045
-2.0584812071768672,1046
-4.268401863515694,1047
0.003763059149064496,1048
-0.2989426811234306,1049
-2.480855855180731,1050
-3.124961802513835,1051
-2.8264679671342128,1052
-5.867567036912113,1053
-1.487384288706696,1054
-1.1824649779317546,1055
-1.742362187098733,1056
-0.9826829534892569,1057
-1.561017785511699,1058
-2.31530047621113,1059
-5.055079481133646,1060
-0.5625814070341213,1061
-0.18057957822727588,1062
-2.1585112826927273,1063
-1.9089825431161256,1064
-1.6487823496241836,1065
-1.8967917797559841,1066
-1.7273090474457085,1067
-5.641682238056582,1068
-4.069203809298208,1069
-2.1886262783739965,1070
-2.646779585234601,1071
-2.3545040693405643,1072
-2.423606586620582,1073
-1.8402772568377013,1074
-2.807436186917415,1075
-1.2687632404624043,1076
-1.8221056047683368,1077
-1.2248692145387916,1078
-5.164678835335407,1079
-3.0239177185321995,1080
-3.7770383682572573,1081
-2.636952352522787,1082
-3.696428686918778,1083
-2.41640596079691,1084
-3.756398854343259,1085
-3.0109956908188593,1086
-3.338275993929382,1087
-5.133299549912059,1088
-3.497374484555193,1089
-3.828985187948676,1090
-3.6696233002208403,1091
-3.9971397169487917,1092
-3.74968138262788,1093
-1.794204279957837,1094
-2.162388426690282,1095
-1.9487423156244765,1096
-2.8461443898965317,1097
-0.838704714995655,1098
-0.8195351105202051,1099
-0.14540694552141664,1100
-1.4363529989823256,1101
-2.1373090361577054,1102
-2.628198352570546,1103
-1.0451343460425564,1104
-1.4499878948986562,1105
-0.9314873899228782,1106
-3.216796918281935,1107
-2.1082786653417647,1108
-3.270317168420124,1109
-2.683048756108603,1110
-2.665432332747185,1111
-3.061949931688908,1112
-4.197017398680263,1113
-4.702885004129706,1114
-3.22505395956396,1115
-3.882619789335836,1116
-4.489745368093519,1117
-4.489774510104223,1118
-5.1435372242905935,1119
-2.590324890620912,1120
-1.6145533347231664,1121
-3.4076800792869943,1122
-2.805124157364028,1123
-2.697833724334524,1124
-3.3627097251762583,1125
-1.0030245203097254,1126
-0.8757128488204176,1127
-0.3556646894763902,1128
-0.16050079208335122,1129
-3.697340072807792,1130
-0.9259578569214275,1131
-1.265277445854048,1132
-0.642344557395393,1133
-0.4743037158568377,1134
-4.2836437968732906,1135
-3.8878368876700864,1136
-3.116965099533115,1137
-4.951594171523317,1138
-3.046658667927913,1139
-3.1389409541235103,1140
-3.5357639486705414,1141
-0.898632608017258,1142
-0.769998986706002,1143
0.0059217389880803495,1144
-0.35602565863854707,1145
-3.9070243272284317,1146
-1.1389147658449343,1147
-1.2034009883478767,1148
-0.9128459567312568,1149
-0.477474791057531,1150
-4.087869890146416,1151
-2.8681864025377517,1152
-2.9517802171390772,1153
-3.26450585205609,1154
-2.4986722517742774,1155
-3.746972288082224,1156
-4.620149288054662,1157
-2.8072264655248675,1158
-3.7713616687039955,1159
-3.3661135766206165,1160
-2.3757672628221917,1161
-2.1811174143209775,1162
-2.571541360039097,1163
-3.6731340313296155,1164
-2.2294166385218017,1165
-1.8771620754221146,1166
-0.11662359193256333,1167
-1.0347018177763454,1168
-0.9872510730916182,1169
-2.0975128155649503,1170
-2.4213261635527674,1171
-0.6575772525927559,1172
-2.983625313771889,1173
-2.541976588047865,1174
-3.166888685513201,1175
-3.8965301661905083,1176
-3.028024196260916,1177
-3.1976347762271873,1178
-3.0983312074182088,1179
-2.8737769934481965,1180
-3.3655902070597423,1181
-2.6757842562487326,1182
-2.338115640353256,1183
-2.760894377570042,1184
-3.410042542381109,1185
-2.709101630934261,1186
-1.6373102698345225,1187
-2.621057280384687,1188
-1.5535225177150012,1189
-1.534470205237461,1190
-2.389094769906456,1191
-2.049800661569249,1192
-1.620371605616144,1193
-1.577844386158067,1194
-1.3537151218910086,1195
-1.7741752401815694,1196
-2.0016509940769036,1197
-1.8329107252223915,1198
